,text,verbose label,course label,fine label
1485,Vilken arméns motto är Blood and Fire?,HUM:gr,5,29
1486,Vilken typ av patent fick Ermal Fraze 1963?,ENTY:other,2,17
1487,Vad hör du när du sätter ett snäckskal på örat?,DESC:desc,0,3
1488,Varför är spökhus populära?,DESC:reason,0,5
1489,Vilket kön har större lår?,ENTY:other,2,17
1490,Vilken amerikansk stat har den näst längsta kusten?,LOC:state,4,36
1491,Vilken stat har Buffalo Bill Historical Center?,LOC:state,4,36
1492,Hur snabbt springer geparder?,NUM:speed,3,46
1493,Vad illustreras med Ray Bradburys illustrerade man?,ENTY:other,2,17
1494,Hur snabb är en 45Mhz-processor?,NUM:speed,3,46
1495,Vilken typ av pussel dök upp första gången i USA i New York World den 21 december 1913?,ENTY:other,2,17
1496,Vilken greve skrev Alexandre Dumas om?,HUM:ind,5,30
1497,Vad är oddsen för att föda tvillingar?,NUM:perc,3,44
1498,Vad är den största naturliga sjön i Pennsylvania?,LOC:other,4,35
1499,Hur långt är det från London UK till Kalifornien?,NUM:dist,3,40
1500,Namnge de två mystiska korparna som Odin har kommandot på.,ENTY:animal,2,6
1501,Vilken art var Winnie the Pooh?,ENTY:animal,2,6
1502,Vad är viruset HIV?,DESC:def,0,2
1503,Hur många år är Benny Carter?,NUM:count,3,38
1504,Vilken bok från Hermann Hesse gav namn till en rockgrupp?,ENTY:cremat,2,9
1505,Var börjar och slutar Santa Fe Trail?,LOC:other,4,35
1506,Vilken bok är uppföljningen av Future Shock?,ENTY:cremat,2,9
1507,Vilka afrikanska djur är kända som The Big Five?,ENTY:animal,2,6
1508,Vad är alfabetet för latin?,ENTY:letter,2,16
1509,Vad är rädslan för grodor?,ENTY:dismed,2,11
1510,Vilken stad i Kanada är den minst befolkade?,LOC:city,4,32
1511,Hur gammal är Stevie Wonder?,NUM:period,3,45
1512,Vem var den första taiwanesiska presidenten?,HUM:ind,5,30
1513,Vem är Luke Skywalkers far?,HUM:ind,5,30
1514,Vad längtar en dipsoman efter?,ENTY:other,2,17
1515,"Vad är definitionen av termen ""vapensystem""?",DESC:def,0,2
1516,Vad är Christopher Marlowes och Shakespeares litterära bidrag till engelsk litteratur?,DESC:desc,0,3
1517,Vad är Nero Wolfes favoritdryck under kontorstid?,ENTY:food,2,13
1518,Vilket är det första persondataföretaget?,HUM:gr,5,29
1519,Vad är det mest effektiva sättet att starta en grill?,ENTY:techmeth,2,24
1520,Vem var Jane Goodall?,HUM:desc,5,28
1521,Varför finns det punktskrift på bankomaterna som människor kör igenom?,DESC:reason,0,5
1522,Var ligger Isle of Man?,LOC:other,4,35
1523,Vilken bok skrev Aaron Hass?,ENTY:cremat,2,9
1524,Vad var antalet döda vid utbrottet av berget Pinatubo?,NUM:other,3,43
1525,När börjar årtusendet officiellt?,NUM:date,3,39
1526,"Vem skapade serietidningen ""Garfield""?",HUM:ind,5,30
1527,Vilken vietnamesisk terrorist är nu en FN-delegat i Doonesbury?,HUM:ind,5,30
1528,Vad är realtidsbehandling?,DESC:def,0,2
1529,Vad kallar vi den imaginära linjen längs toppen av Rocky Mountains?,LOC:other,4,35
1530,Vilket lands huvudstad är Lagos?,LOC:country,4,33
1531,Var äger Ray Bradbury's Chronicles rum?,LOC:other,4,35
1532,Vem är Rysslands nuvarande premiärminister och president?,HUM:ind,5,30
1533,Vem etablerade en vikingakoloni på Grönland omkring 985?,HUM:ind,5,30
1534,"Vad var det som kännetecknade hunden ""Little Rascals""?",ENTY:symbol,2,23
1535,"Vad är latitud och longitud för El Paso, Texas?",NUM:other,3,43
1536,Var kan jag få information om cystisk fibros?,LOC:other,4,35
1537,Var styrde Honecker?,LOC:other,4,35
1538,Vad är teorin om likvärdighetstillstånd?,DESC:def,0,2
1539,Vad samlar en filatelist in?,ENTY:other,2,17
1540,Hur lång är den genomsnittliga apans livslängd?,NUM:period,3,45
1541,Hur många medlemsstater finns i FN?,NUM:count,3,38
1542,Vem sköt och dödade sig själv när han målade Wheatfield with Crows?,HUM:ind,5,30
1543,Vad händer när natrium läggs i vatten?,DESC:desc,0,3
1544,Vad betyder UOL?,DESC:def,0,2
1545,Vilken framtida president blev senats majoritetspisk under Harry Truman?,HUM:ind,5,30
1546,Vem var arkitekten för Central Park?,HUM:ind,5,30
1547,Vilket operativsystem körs på IBM-kompatibla maskiner?,ENTY:product,2,19
1548,Vilka är dimensionerna på ett ishockeymål?,NUM:dist,3,40
1549,När sändes CNNs första sändning?,NUM:date,3,39
1550,Vilka är tecknen på att ett land går in i en lågkonjunktur?,ENTY:symbol,2,23
1551,Vad är circumorbital hematom?,DESC:def,0,2
1552,Vilket afrikanskt land styrs från Ouagadougou?,LOC:country,4,33
1553,Vad var det kristna namnet på titelkaraktären i Our Miss Brooks?,HUM:ind,5,30
1554,Vilken hörselskadad konstnär målade solrosor?,HUM:ind,5,30
1555,Vilka var Yankees frekventa fiender?,HUM:gr,5,29
1556,Vem skrev Sons and Lovers?,HUM:ind,5,30
1557,"Vad är den engelska översättningen för ordet ""caliente""?",ENTY:termeq,2,25
1558,Vilket hantverk kräver att du flätar varp och väft?,ENTY:techmeth,2,24
1559,Vilken fransk hamn påstår sig vara Vins hem?,LOC:city,4,32
1560,Hur lång tid tar det solljus att nå jorden?,NUM:period,3,45
1561,Hur många millisekunder på en sekund?,NUM:count,3,38
1562,Vilken Cherokee Indian gav sitt namn till ett träd?,HUM:ind,5,30
1563,När introducerades videokameror i Malaysia?,NUM:date,3,39
1564,Vad är chansen att bli gravid med fyrlingar?,NUM:perc,3,44
1565,Vem var stjärnan i Leave It to Beaver?,HUM:ind,5,30
1566,Vilka länder har de största väpnade styrkorna i världen?,LOC:country,4,33
1567,Vad var William F. Codys bättre kända namn?,HUM:ind,5,30
1568,Hur ökar jag min biceps?,DESC:manner,0,4
1569,Till vem lämnade Richard Nixon sin avgång till?,HUM:ind,5,30
1570,Vem var Thucydides?,HUM:desc,5,28
1571,Hur renas grundämnet strontium?,DESC:manner,0,4
1572,Vilka av följande rock'n roll-stjärnor har en stjärna på Hollywood Boulevard?,HUM:ind,5,30
1573,Vad är halsmandlar till för?,DESC:reason,0,5
1574,"Vilka molekyler inkluderar fluor, natrium och magnesium?",ENTY:substance,2,22
1575,Vad hette bollspelet som mayaindinerna spelade?,ENTY:sport,2,21
1576,Vad var uppföljaren till The Moon's Balloon?,ENTY:cremat,2,9
1577,Vad är växelkursen för australiska till amerikanska pengar?,NUM:money,3,41
1578,"Vad är ursprunget ordet ""posh""?",DESC:desc,0,3
1579,Hur kan någon se att en kvinna hade samlag?,DESC:manner,0,4
1580,Hur många stater hade Richard Nixon 1972?,NUM:count,3,38
1581,Vilken basketmanöver uppfann Bert Loomis?,ENTY:techmeth,2,24
1582,Vad är en bra bok att läsa för människor som hatar att läsa?,ENTY:cremat,2,9
1583,Hur många shilling mer än 2 fanns det i en guinea?,NUM:count,3,38
1584,Vad äter en tarantula?,ENTY:food,2,13
1585,Vilka är de tre sekundära färgerna?,ENTY:color,2,8
1586,"Vad betyder namnet ""Sabrina""?",DESC:def,0,2
1587,Vem tog över som ledare för Boston Pops efter Arthur Fiedlers långa regeringstid?,HUM:ind,5,30
1588,Vad hette rättegångarna som följde efter andra världskriget?,ENTY:event,2,12
1589,Vad är hebephrenia?,DESC:def,0,2
1590,Vilken nazistledare dödade sig själv i fängelse strax innan han skulle avrättas som krigsförbrytare?,HUM:ind,5,30
1591,Vilka kända händelser har hänt den 27 mars?,ENTY:event,2,12
1592,"Vilket företag påstod sig vara ""världens största leksaksaffär""?",HUM:gr,5,29
1593,Vilket varumärkesnummer pryder den svarta etiketten på en flaska Jack Daniel's?,NUM:other,3,43
1594,Vad kallar jag mina kusiners söner och döttrar?,ENTY:termeq,2,25
1595,Vad var orsakerna till inbördeskriget?,DESC:reason,0,5
1596,Vad är Maid-Rites?,DESC:def,0,2
1597,Vilken stad terroriseras av Dracula i The Night Stalker?,LOC:city,4,32
1598,Hur kan du förhindra det?,DESC:manner,0,4
1599,Vad betyder namnen Andrew och Christina?,DESC:def,0,2
1600,Vilken chokladkaka skapad av Frank Mars och hans fru kallas ofta en Vintergata med jordnötter?,ENTY:food,2,13
1601,Vem är den snabbaste gitarristen?,HUM:ind,5,30
1602,Vad lagrar kameler i sina knölar?,ENTY:other,2,17
1603,Vad heter den andra rymdfärjan?,ENTY:veh,2,26
1604,Vilket är det bästa ortopediska sjukhuset i landet?,LOC:other,4,35
1605,Vad är perfekt tempus?,DESC:def,0,2
1606,Vad anses ofta vara den femte sinnet?,DESC:def,0,2
1607,Vad var ett annat namn för Östtyskland?,ENTY:termeq,2,25
1608,Vilken är den näst mest sålda tidningen i Amerika?,ENTY:cremat,2,9
1609,Vem förrådde Norge till nazisterna?,HUM:ind,5,30
1610,Vem behöll leksakerna som donerats till Doodyville Orphans Fund för sig själv?,HUM:ind,5,30
1611,Vad är en Bourdon Tube?,DESC:def,0,2
1612,Vilken typ av idrottslag är Wisconsin Badgers?,ENTY:sport,2,21
1613,Vilka var Picts?,HUM:ind,5,30
1614,"Vad har Caroll Baker, Tammy Grimes, Debbie Reynolds och Judy Garland gemensamt?",DESC:desc,0,3
1615,Vad är film noir?,DESC:def,0,2
1616,Vem är stationerad på Camp Swampy i serierna?,HUM:ind,5,30
1617,Vilket år upprättade Kina och Koreanska Republiken diplomatiska förbindelser?,NUM:date,3,39
1618,Vad orsakar tuberkulos?,DESC:reason,0,5
1619,Hur lång är giraffen?,NUM:dist,3,40
1620,Vilken skådespelare klädde sig ut som jultomten och hade en gång per år en affär med skådespelerskan Shelley Winters varje jul i många år?,HUM:ind,5,30
1621,Vilket djur var den värmesökande missilen Sidewinder kallad efter?,ENTY:animal,2,6
1622,Hur lång tid tog det Stanley att hitta Livingstone?,NUM:period,3,45
1623,"Hur mycket av landets barn mellan två och elva år tittar på ""The Simpsons""?",NUM:count,3,38
1624,Vilken sjö ligger Sheboygan på?,LOC:other,4,35
1625,Vad är ett baseballlags brandmän?,DESC:def,0,2
1626,Vad är en rädsla för färg?,ENTY:dismed,2,11
1627,Vilket Nantucket-skeppsbrott dödade fler dykare som utforskade det än de 52 personer det sjönk med?,ENTY:veh,2,26
1628,Vilka är de två största fåglarna på jorden?,ENTY:animal,2,6
1629,"Nämn de fyra berättelserna i Edith Whartons ""Old New York&"".",ENTY:cremat,2,9
1630,Vilken är den största sjön i Nordamerika?,LOC:other,4,35
1631,Hur många människor dog på grund av ett rökproblem 1997?,NUM:count,3,38
1632,Vad är kronisk förstoppning ett symptom på?,ENTY:dismed,2,11
1633,Vem skrev The Look of Love efter att ha sett Ursula Andress?,HUM:ind,5,30
1634,Vad heter den amerikanska simmare som vann sju guldmedaljer vid OS 1972?,HUM:ind,5,30
1635,Vem påstår att ha den största showen på jorden?,HUM:ind,5,30
1636,Vad är Head Start?,DESC:def,0,2
1637,Vilken Honeymooners-skådespelerska utsåg tidningen Television som 1953:s mest lovande stjärna?,HUM:ind,5,30
1638,Varför kan kvinnor inte tjäna i marinen ombord på ubåtar?,DESC:reason,0,5
1639,Vad ledde Yaltakonferensen till?,ENTY:other,2,17
1640,Vilken hund döptes till The Mortgage Lifter?,ENTY:animal,2,6
1641,Vad är saltpeter?,DESC:def,0,2
1642,Vad är skillnaden mellan JD och LL.M.?,DESC:desc,0,3
1643,"Vilken typ av organisation är ""Last Chance for Animals""?",HUM:gr,5,29
1644,Vilken roll hade Medeltidsgilden?,HUM:ind,5,30
1645,Silly putty uppfanns av vem?,HUM:ind,5,30
1646,Vad ska man ställa in ugnen på för att baka Peachy Oat Muffins?,ENTY:other,2,17
1647,Hur kan någon bli federal agent?,DESC:manner,0,4
1648,Vem uppfann gemet?,HUM:ind,5,30
1649,Vem gifte sig Lauren Bacall med efter att hennes man Humphrey Bogart dog?,HUM:ind,5,30
1650,Hur många gånger var John Havlicek medlem i stjärnlaget under sin 16-åriga National Basketball Associaton-karriär?,NUM:count,3,38
1651,Vilken stad eller stat bor det mest homosexuella i?,LOC:city,4,32
1652,Shea och Gould hade ett kontor i Los Angeles hur länge innan de stängde det?,NUM:period,3,45
1653,Vilket ord förekommer 46227 gånger i Bibeln?,ENTY:word,2,27
1654,Hur kan du vara lycklig?,DESC:manner,0,4
1655,Hur skulle någon göra för att bli organdonator?,DESC:manner,0,4
1656,"Vilket år skapade Degas bronsskulpturen ""Fjärde positionens front""?",NUM:date,3,39
1657,Vilken kompositör tilldelades hedersmedaljen av Franklin D. Roosevelt?,HUM:ind,5,30
1658,Hur många URL-tillägg finns det? och vilka är de?,NUM:count,3,38
1659,Hur lång tid efter samlag tar det att ta reda på om du är gravid?,NUM:period,3,45
1660,Vad står U.S.S.R för?,ABBR:exp,1,1
1661,"Vem skapade de fantastiska fyra, Hulk och Thor?",HUM:ind,5,30
1662,Vad är en rädsla för gravitation?,ENTY:dismed,2,11
1663,"Vem är kompositören till ""Canon in D Major""?",HUM:ind,5,30
1664,Vad gjorde inte Rocky Marciano i sin professionella boxingkarriär?,DESC:desc,0,3
1665,Var är alla europeiska och amerikanska ålar födda?,LOC:other,4,35
1666,"Vem var författaren till romanen ""Far From the Madding Crowd""?",HUM:ind,5,30
1667,"Vad är definitionen av ""grafiska detaljer""?",DESC:def,0,2
1668,"Vad var ""Amerikas cigarett med infälld filter""?",ENTY:product,2,19
1669,Vilken typ av hund är Scooby Doo?,ENTY:animal,2,6
1670,Vilken funktion har blindtarmen?,DESC:reason,0,5
1671,Vilken varuhusarving är ansvarig för att höja ett tre-ton kassaskåp från Andrea Doria undervattensbrott?,HUM:ind,5,30
1672,Vilket kön är dubbelt så troligt att det blir spetälskt?,ENTY:other,2,17
1673,Vilken var den första staden som auktoriserades i Vermont?,LOC:city,4,32
1674,Vilken stat har den längsta Great Lakes-kustlinjen?,LOC:state,4,36
1675,Vilken amerikansk stat slutar med ett G?,LOC:state,4,36
1676,Hur många tvillingsorter finns det?,NUM:count,3,38
1677,Vad är en kartesisk dykare?,DESC:def,0,2
1678,Vilka är de största biblioteken i USA?,LOC:other,4,35
1679,Hur många människor bor på Falklandsöarna?,NUM:count,3,38
1680,Vem Camp David kallad efter?,HUM:ind,5,30
1681,Vilket dokument ville president Andrew Johnson ha en kopia av under hans huvud när han begravdes?,ENTY:cremat,2,9
1682,"Vem porträtterade ""mannen utan ansikte"" i filmen med samma namn?",HUM:ind,5,30
1683,Vad hände i dogtown 1899 för att göra det året ihågkommen?,DESC:desc,0,3
1684,Vilket hjul uppfann Blaise Pascal i en sökning efter evig rörelse?,ENTY:other,2,17
1685,Hur mycket pengar var minimilönen 1991?,NUM:money,3,41
1686,Vilket år erhölls det första patentet på dragfliköppnaren på burkar?,NUM:date,3,39
1687,Vilket land har flest dammar?,LOC:country,4,33
1688,Vad är ordinarie pris?,NUM:money,3,41
1689,Vilket landmärke i Metropolis introducerades först i Superman-teckningarna på 1940-talet?,LOC:other,4,35
1690,Var kan man hitta Moçambique?,LOC:other,4,35
1691,Hur känner man igen anorexi?,DESC:manner,0,4
1692,Vilken Mary Tyler Moore Show stamgäst kom till världen som Tadeus Wladyslaw Konopka?,ENTY:cremat,2,9
1693,I vilken stad ligger den amerikanska självständighetsförklaringen?,LOC:city,4,32
1694,Vilken är den största sorten kaktus?,DESC:def,0,2
1695,Vem vann första världsserien?,HUM:ind,5,30
1696,Vad skrev Aaron Hass?,ENTY:cremat,2,9
1697,Vem är Samuel Pickering?,HUM:desc,5,28
1698,Vad var företaget för den animerade Sky Hawks?,HUM:gr,5,29
1699,"Vem ansågs ha sagt: ""Jag träffade aldrig en man som jag inte gillade""?",HUM:ind,5,30
1700,"Vilka overaller är kallad efter Dungri, en förort till Bombay?",ENTY:other,2,17
1701,Varför avger hustaken ånga efter en stor regnskur?,DESC:reason,0,5
1702,Vilken nationalitet var Jackson Pollock?,LOC:country,4,33
1703,Hur mycket av jordens yta är permanent fryst?,NUM:count,3,38
1704,Vad är sambandet mellan New Krypton och Daxam?,ENTY:other,2,17
1705,När föddes drottning Victoria?,NUM:date,3,39
1706,Hur många personer avrättades för Abraham Lincolns mördande?,NUM:count,3,38
1707,Vad måste en Las Vegas blackjack dealer göra när han fyller 16?,DESC:desc,0,3
1708,Vad är värt att se i Reims?,LOC:other,4,35
1709,Vilken typ av artist är Ileana Cotrubas?,ENTY:other,2,17
1710,När återförenades Jemen?,NUM:date,3,39
1711,Vilken serie godisprodukter inkluderade Super Skrunch och Peanut Butter Oompas?,ENTY:food,2,13
1712,Varför skilde sig den anglikanska kyrkan från Vatikanen?,DESC:reason,0,5
1713,Vilken organisation har ett säkerhetsråd?,HUM:gr,5,29
1714,Hur skulle jag hitta priset på olika organ som donerats?,DESC:manner,0,4
1715,Vilken mexikansk ledare dödades 1923?,HUM:ind,5,30
1716,Vad betyder NECROSIS?,ABBR:exp,1,1
1717,Vad är magnetar?,DESC:def,0,2
1718,Vilken fejd slutade med ett äktenskap i Kentucky den 21 mars 1891?,ENTY:event,2,12
1719,Vilken färg har randen längs vardera sidan av en Coho-lax?,ENTY:color,2,8
1720,Vad är den federala minimilönen?,NUM:money,3,41
1721,Mississippi har smeknamnet vad?,ENTY:termeq,2,25
1722,Vad är arbetslöshetsstatistiken för åren 1965 och 1990?,NUM:other,3,43
1723,Var är Santa Lucia?,LOC:other,4,35
1724,Vilken kvinnlig målare producerade primitiv av det lantliga livet i New England?,HUM:ind,5,30
1725,Vad heter de två gamla män som dyker upp i tv-serien Muppets Show?,HUM:ind,5,30
1726,Vilket krig såg strider vid Parrot's Beak och Black Virgin?,ENTY:event,2,12
1727,Vad ska du skrika för att kalla på en taxi i Madrid?,DESC:desc,0,3
1728,Vad är hästkrafterna hos skyttelboostrarna?,NUM:other,3,43
1729,Vilket år började Apartheid?,NUM:date,3,39
1730,Vem skapade Big Ben?,HUM:ind,5,30
1731,Vilken stad finns i staden OZ?,LOC:city,4,32
1732,Vad någonsin hände med det en gång så populära Yale Lock Company?,DESC:desc,0,3
1733,Namnge Marvel-laget som är löst baserat på DC: s Justice League of America?,HUM:gr,5,29
1734,Vad fick en aztec-idrottare från 1500-talet för att ha satt en gummikula genom en ring?,ENTY:other,2,17
1735,Vilken befolkningsrik stat täcker 49576 kvadrat miles?,LOC:state,4,36
1736,Vilket högskolefotbollslag byggde Knute Rockne till en makt?,HUM:gr,5,29
1737,I vilken stat var det ett oljeutsläpp på 11 miljoner liter?,LOC:state,4,36
1738,"När skrev Aldous Huxley ""Brave New World""?",NUM:date,3,39
1739,Vilket land kallade de forntida romarna Hibernia?,LOC:country,4,33
1740,I vilken högriskföretagssatsning satsade och förlorade Jimmy the Greek?,HUM:gr,5,29
1741,Vad kallar kockar The Master Spice?,ENTY:food,2,13
1742,Vad är förkortningen av General Motors?,ABBR:abb,1,0
1743,Vad är en Devo-hatt?,DESC:def,0,2
1744,Hur lång var den längsta hickaattacken?,NUM:period,3,45
1745,Vilken typ av vapen användes i medeltida krigföring?,ENTY:other,2,17
1746,Hur många bor i Tokyo?,NUM:count,3,38
1747,Vilken frukttoppad skådespelerska var känd som The Brazilian Bombshell?,HUM:ind,5,30
1748,Vad är fåglar härstammande från?,ENTY:animal,2,6
1749,"När Tutankhamun-utställningen ställdes ut i USA, vilket flyttningsföretag transporterade den?",HUM:gr,5,29
1750,Vilken Kevin Costner-film involverar Sioux-indianerna?,ENTY:cremat,2,9
1751,Vem spelade titelrollen i My Favorite Martian?,HUM:ind,5,30
1752,Hur fungerar en vetenskaplig miniräknare?,DESC:manner,0,4
1753,Vad är en rädsla för päls?,ENTY:dismed,2,11
1754,Vem uppfann spelet Alfapet?,HUM:ind,5,30
1755,"Vilken del av deras klädsel var ""pothooks"" för cowboys i det gamla väst?",ENTY:other,2,17
1756,När började människor först skriva historia på allvar?,NUM:date,3,39
1757,Varför måste vi gå i skolan?,DESC:reason,0,5
1758,Vad är Toulmin-logik?,DESC:def,0,2
1759,En corgi är ett slags vad?,ENTY:other,2,17
1760,Vilken stad i USA upplevde mest tillväxt nyligen?,LOC:city,4,32
1761,Vad är en dinglande particip?,DESC:def,0,2
1762,Vilken Tokyo-gata glittrar med berömda varuhus och nattklubbar?,LOC:other,4,35
1763,Vad var den genomsnittliga livslängden under stenåldern?,NUM:period,3,45
1764,"När Mighty Mouse blev påtänkt, vad var hans ursprungliga namn?",HUM:ind,5,30
1765,Vad är fredsymbolens ursprung?,DESC:desc,0,3
1766,Vilken grupp spelade i filmen Rock Around the Clock?,HUM:gr,5,29
1767,Hur många amerikanska presidenter mördades under drottning Victorias regeringstid?,NUM:count,3,38
1768,När uppfanns den första spoltoaletten?,NUM:date,3,39
1769,Vad är Nathan Hamills roll i den nya Star Wars-prequellen?,HUM:ind,5,30
1770,Hur många diskar har varje spelare i ett spel med Crokinole med fyra händer?,NUM:count,3,38
1771,Hur gammal är solen?,NUM:period,3,45
1772,"Hur stor andel barn mellan två och elva år tittar på ""The Simpsons""?",NUM:perc,3,44
1773,"Hur hittar jag en lista med adresser, fax och / eller e-postadresser för personalavdelningar i Massachusetts?",DESC:manner,0,4
1774,Hur skriver jag till min kongressledamot?,DESC:manner,0,4
1775,Hur många år sedan släppte Led Zeppelin sitt senaste album?,NUM:count,3,38
1776,Vad är termen för en grupp gäss?,ENTY:termeq,2,25
1777,Hur många personer dömdes Randy Craft för att ha dödat?,NUM:count,3,38
1778,Vad hette den berömda striden mellan Texas och Mexiko?,ENTY:event,2,12
1779,I vilket land befinner du dig om du wooar i Wu-dialekten?,LOC:country,4,33
1780,Vad kallar du en pokerhand med fem kort av samma färg?,ENTY:termeq,2,25
1781,Vilken New York Yankee var känd som The Iron Horse?,HUM:ind,5,30
1782,Vem anses vara The First Lady of the American Stage?,HUM:ind,5,30
1783,"Vem skrev: ""Varken en låntagare eller en långivare vara""?",HUM:ind,5,30
1784,Vad är moxie?,DESC:def,0,2
1785,Vad var den första Sam Spade-romanen?,ENTY:cremat,2,9
1786,Vilken låt fick Patti Page upp folk till dans till år 1950?,ENTY:cremat,2,9
1787,Vem ledde Hitlers ökända Gestapo?,HUM:ind,5,30
1788,Vilken sydamerikansk stad har den exklusiva Copacabana Beach och Ipanema?,LOC:city,4,32
1789,Vilken tysk stad kallar italienarna Monaco i Bayern?,LOC:city,4,32
1790,"Vilken ögrupp innehåller Jersey, Guernsey, Sark och Herm?",LOC:other,4,35
1791,Vad är en rädsla för starkt ljus?,ENTY:dismed,2,11
1792,Vad heter en person som gillar eld?,HUM:ind,5,30
1793,"Var upptäcktes helium först, därav namnet?",LOC:other,4,35
1794,Vad är det bästa sättet att övervinna en rädsla?,ENTY:techmeth,2,24
1795,Namnge en sydafrikansk diamantproducent?,HUM:gr,5,29
1796,Vem gjorde den musikaliska uppmaningen var sann mot din skola?,HUM:ind,5,30
1797,"Vad fransk designer förklarade: ""Jeanen är förstöraren! Det är en diktator! Det förstör kreativiteten. Jeanen måste stoppas!""?",HUM:ind,5,30
1798,Vilken säsong är omgivningen för Shakespeares midsommarnattsdröm?,NUM:date,3,39
1799,Namnge ett band som var känt på 1960-talet.,HUM:gr,5,29
1800,Vilken komiker förbjöds från Ed Sullivan Show för att ha gjort en obscen gest mot showens värd?,HUM:ind,5,30
1801,Vilket land är scenen för Edgar Allan Poes The Pit and the Pendulum?,LOC:country,4,33
1802,Vilken Apollo 11-astronaut tog hand om butiken medan Armstrong och Aldrin gjorde historia?,HUM:ind,5,30
1803,Vad är det aktuella biljettpriset från Kairo till Barbados?,NUM:money,3,41
1804,Vad är den näst högsta bergstoppen i världen?,LOC:mount,4,34
1805,Vilken Good Little Witch är Caspers flickvän?,HUM:ind,5,30
1806,I vilket Tennessee Williams uppsättning blir en av karaktärerna dödad och slukad av en massa svältande barn?,ENTY:cremat,2,9
1807,"Vad var smeknamnet på Fredrik I, den heliga romerska kejsaren och Tysklands kung?",HUM:ind,5,30
1808,Vilket krig följde Potsdam-konferensen efter?,ENTY:event,2,12
1809,Vad är den vanligaste icke-smittsamma sjukdomen i världen?,ENTY:dismed,2,11
1810,"Vilken månad, datum och år dog Charles I?",NUM:date,3,39
1811,Hur många kubikfot rymmer en liter vatten?,NUM:count,3,38
1812,Vad kallas frisyren som nya militära rekryter får?,DESC:def,0,2
1813,Vilken är världens största katedral?,LOC:other,4,35
1814,Vilka effekter har nitrater på miljön?,DESC:desc,0,3
1815,Vad är Nitrox dykning?,DESC:def,0,2
1816,Vilka tre europeiska länder börjar med bokstaven A?,LOC:country,4,33
1817,Vad hände under den långa marschen?,DESC:desc,0,3
1818,Vad hette Hitlers misslyckade försök att störta den bayerska regeringen i München 1923?,ENTY:event,2,12
1819,Hur kan jag hitta stavning online?,DESC:manner,0,4
1820,Hur många daggmaskar finns i en enda betesmark?,NUM:count,3,38
1821,Vem skapade Stonehenge?,HUM:ind,5,30
1822,Vad är den genomsnittliga timlönen för amerikanska arbetare?,NUM:other,3,43
1823,Vilken sport har snatches och rena ryck?,ENTY:sport,2,21
1824,Vem är grundaren och redaktören för The National Review?,HUM:ind,5,30
1825,Vilket år byggde de Berlinmuren?,NUM:date,3,39
1826,Vem var den första guvernören i West Virginia?,HUM:ind,5,30
1827,Vilken är världens längsta hängbro?,LOC:other,4,35
1828,Vilken asiatisk stad har världens största bowlinghall?,LOC:city,4,32
1829,När kommer Jean Aeul att publicera sin nästa bok?,NUM:date,3,39
1830,"Vilken berömd soldat föddes i Europa, dog i Asien och blev lags att vila i Afrika?",HUM:ind,5,30
1831,"När är det dags att koppla av, vilken öl står klar?",ENTY:food,2,13
1832,Vilken kultur utvecklade idén om potlatch?,HUM:gr,5,29
1833,Vilket basebollag blev Minnesota Twins?,HUM:gr,5,29
1834,Vilken typ av gitarr spelade Jimi Hendrix?,ENTY:instru,2,14
1835,Vilka var de tre första städerna med en befolkning på mer än en miljon?,LOC:city,4,32
1836,Vilken konstellation innehåller tvillingarna Castor och Pollux?,LOC:other,4,35
1837,Hur många meter är det på en mil?,NUM:count,3,38
1838,Vad är en gasutsläppshändelse?,DESC:def,0,2
1839,Vilken James Michener-bok har undertexten Spanish Travels and Reflections?,ENTY:cremat,2,9
1840,Vilken berömd straffdomstol i London var en gång ett feodalt slott?,LOC:other,4,35
1841,Hur många milligram är i ett gram?,NUM:count,3,38
1842,Vilket strängvapen skjuter en bult?,ENTY:other,2,17
1843,Var fick han titeln?,LOC:other,4,35
1844,Var kan jag hitta en stor lista med ord med 5 till 6 bokstäver?,LOC:other,4,35
1845,Vad är Michael Jacksons mellannamn?,HUM:ind,5,30
1846,Vem var den första kvinnan som flög solo över Atlanten?,HUM:ind,5,30
1847,Hur lång är människans graviditet?,NUM:period,3,45
1848,"Vad betyder ""Semper Fidelis""?",DESC:def,0,2
1849,Vilken typ av kostym hade äkta hepcats 1942?,ENTY:product,2,19
1850,Var bor Mother Angelica?,LOC:other,4,35
1851,Hur kan jag ta reda på mitt måntecken?,DESC:manner,0,4
1852,Varför behöver ett ljus en veke?,DESC:reason,0,5
1853,Musikern Ray Charles spelar vilket instrument?,ENTY:instru,2,14
1854,Vilka var de tre profetior som häxorna gjorde mot Macbeth?,DESC:desc,0,3
1855,Hur stor är befolkningen i Mississippi?,NUM:other,3,43
1856,Vem startade Dominos Pizza-kedjan?,HUM:ind,5,30
1857,I vilken film spelade Steven Spielbergs hund huvudrollens hund?,ENTY:cremat,2,9
1858,Vilka är de olika typerna av preventivmedel?,ENTY:dismed,2,11
1859,Hur gammal är Jeremy Piven?,NUM:period,3,45
1860,Vad är yo-yos historia?,DESC:desc,0,3
1861,Vilken NBA-spelare hade tröjnummer 0?,HUM:ind,5,30
1862,Vilket chokladföretag ger dig en enpundskyss?,HUM:gr,5,29
1863,Hur uttalar man 'qigong' korrekt?,DESC:manner,0,4
1864,Vad fossiliseras för att bilda koprolit?,ENTY:other,2,17
